Hours Studied,Time Taken (min)
4.370861069626263,94.21006892343328
9.556428757689245,61.16639070153519
7.587945476302646,74.93113102486164
6.387926357773329,71.73459728035556
2.4041677639819286,104.47663397692087
2.403950683025824,107.36185875940379
1.5227525095137953,118.2529551666248
8.795585311974417,64.63513703678527
6.41003510568888,77.49732135140079
7.372653200164409,73.25529558109086
1.185260448662222,117.46544789653704
9.72918866945795,63.26862353155072
8.491983767203795,66.39929637794202
2.9110519961044856,105.10002518893987
2.636424704863906,104.66683951755677
2.650640588680904,108.93938142057901
3.7381801866358395,94.0606534107982
5.72280788469014,84.02484195887031
4.887505167779041,88.71442822766497
3.6210622617823773,90.95605168864515
6.506676052501415,82.4405450703144
2.2554447458683766,107.77260788568918
3.629301836816963,98.24975626231053
4.297256589643226,93.04352479526491
5.104629857953324,82.295367142028
8.066583652537123,69.49727147095047
2.7970640394252375,101.50404318081473
5.628109945722504,82.21995397955688
6.331731119758382,81.20318472311966
1.4180537144799796,113.51193199719282
6.467903667112945,90.62350750337498
2.5347171131856236,105.66458638504545
1.5854643368675156,111.77496593240872
9.539969835279999,62.38795140948917
9.690688297671034,52.26201413747859
8.275576133048151,70.213973824465
3.741523922560336,97.85200751434311
1.8790490260574548,121.04191640608171
7.158097238609412,76.08961174443792
4.961372443656412,91.7395020497296
2.0983441136030097,107.23637646985573
5.456592191001432,81.41705666589375
1.3094966900369656,117.8571339323533
9.18388361870904,68.65636345117963
3.3290198344001523,103.98104072881432
6.962700559185838,73.67685937091127
3.8053996848046987,104.18157344585231
5.680612190600297,78.90707154243681
5.920392514089517,87.41193038446424
2.6636900997297435,114.97013753067142
9.726261649881026,56.6897484750604
7.976195410250031,69.31133889048596
9.455490474077703,63.76531398097199
9.053446153848839,63.16194480632597
6.381099809299767,73.96008398887074
9.296868115208051,64.56160618278183
1.7964325184672756,103.90988632056583
2.763845761772307,105.78488758254207
1.4070456001948426,106.96060522766192
3.927972976869379,104.18183416387143
4.498095607205338,89.09515989508678
3.442141285965063,97.73684470318123
8.458637582367365,73.31576059264417
4.210779940242304,88.5809987763764
3.5284105871864266,99.9668361499021
5.884264748424236,91.23012528086673
2.2683180247728636,98.3526756785567
8.219772826786357,71.60453233194337
1.6709557931179373,111.27367921253449
9.881982429404655,64.61721978245862
7.9502029236699165,66.1140289035901
2.7884411338075514,96.66707013173331
1.0496990541124216,116.31151350340997
8.339152856093508,71.45000622960488
7.361716094628554,77.08216768395806
7.561064512368886,76.36585397327156
7.941433120173512,68.95127767106648
1.6664018656068134,111.16285729216415
4.226191556898454,96.10821302510269
2.0428215357261674,104.17131369551116
8.767930832880342,76.72128755844172
6.609683141448022,82.7110657558708
3.9780822236738427,90.17498917194371
1.5720251525742128,113.85061712772386
3.79884089544096,92.33354627621763
3.9266498982407234,100.37552362926792
7.566455605042576,80.39424426478156
6.738017242196918,75.46848495505994
8.98491468318694,70.90739254709997
5.249934326457543,90.56429867593722
2.0763482134447155,111.65221151930416
7.419203085006955,84.96874640322801
7.847065437552077,71.69066679467318
6.051494778125466,79.92235050945976
7.938704619591049,67.92020013432608
5.444160367279517,83.25598637149571
5.704595464437946,85.38691866630181
4.847869165226946,92.61854488272154
1.2287721406968566,114.01082115246895
1.97102284293974,112.30977918754166
