independent,dependent
5.4881350392732475,-581.8366680724607
7.151893663724195,-1322.9277581382726
6.027633760716439,-759.5550988121007
5.448831829968968,-570.0682436837808
4.236547993389047,-262.7742422765934
6.458941130666561,-964.3649796079508
4.375872112626925,-294.659399237878
8.917730007820797,-2613.0925182949263
9.636627605010293,-3322.93598025409
3.8344151882577773,-205.97952209285515
7.917250380826646,-1812.4751914073022
5.288949197529044,-520.6251354441766
5.680445610939323,-663.0569965012892
9.25596638292661,-2933.1069691333523
0.7103605819788694,14.552848585616054
0.8712929970154071,4.102132452709329
0.2021839744032572,6.804479260253928
8.32619845547938,-2129.9647944719145
7.781567509498505,-1712.9183561272355
8.700121482468191,-2421.9617473589715
9.78618342232764,-3474.8408661323956
7.9915856421672355,-1860.7051295765114
4.6147936225293185,-351.0509241375099
7.805291762864554,-1734.330885013669
1.1827442586893322,-11.365633167831945
6.399210213275238,-937.6374392404188
1.433532874090464,-16.459760358394796
9.446689170495839,-3109.1366244955134
5.218483217500717,-504.77976638784514
4.146619399905235,-249.89470338248793
2.64555612104627,-56.612988565691005
7.742336894342166,-1701.8440987798713
4.5615033221654855,-329.59820343120276
5.684339488686485,-656.4162183812936
0.18789800436355142,14.815306158040553
6.176354970758771,-831.4991536349513
6.120957227224214,-816.732265258139
6.169339968747569,-840.3075477980568
9.437480785146242,-3103.5039539181907
6.818202991034834,-1136.9762269583648
3.59507900573786,-148.29558742700857
4.3703195379934145,-284.5905264326977
6.976311959272649,-1241.9466517766357
0.6022547162926983,-1.1148140514926368
6.667667154456677,-1070.0057364084048
6.706378696181594,-1077.5270074015143
2.103825610738409,-17.05780064406836
1.289262976548533,-11.743485971095186
3.1542835092418384,-96.31043263696075
3.637107709426226,-141.68444895533617
5.701967704178797,-661.0831888864791
4.386015134623204,-270.73877815737177
9.883738380592263,-3596.33026458975
1.0204481074802807,-1.9377846291263583
2.088767560948347,-26.652894551721534
1.6130951788499626,-11.094558554837498
6.531083254653984,-1006.8084928871166
2.532916025397821,-55.73202081337494
4.663107728563062,-355.3588557348963
2.4442559200160274,-41.10744807602355
1.5896958364551972,-7.367132265269374
1.1037514116430513,19.328085557196694
6.563295894652734,-1000.0906725420303
1.381829513486138,-11.687885993923981
1.965823616800535,-18.476970133496003
3.687251706609641,-156.14076607899347
8.209932298479352,-2026.4007654474801
0.9710127579306127,-2.4719827624357626
8.379449074988038,-2158.055306301542
0.9609840789396307,6.9714310444113705
9.764594650133958,-3465.0817495052893
4.686512016477016,-357.46639020134205
9.767610881903371,-3455.175645423245
6.04845519745046,-783.3331584678053
7.3926357939830165,-1463.4978991464836
0.39187792254320675,-3.261782704766249
2.828069625764096,-61.41220036287195
1.201965612131689,17.322893801722977
2.9614019752214493,-78.43376041715605
1.1872771895424405,-5.7719125443382575
3.1798317939397602,-96.07758746177328
4.1426299451467,-245.56547185460067
0.6414749634878436,-7.6012254490029365
6.924721193700199,-1196.876439075012
5.666014542065751,-667.4494284637739
2.653894909394454,-69.48502555214861
5.232480534666997,-503.8452740184598
0.9394051075844168,-15.081285156033868
5.759464955561793,-685.5299571093209
9.292961975762141,-2973.0048824571777
3.1856895245132364,-120.67655971899896
6.674103799636817,-1071.9340236006556
1.3179786240439217,-10.935128076097033
7.163272041185655,-1329.3957148671402
2.894060929472011,-65.07737121292917
1.8319136200711683,-15.461991252354624
5.865129348100831,-714.3561634913602
0.20107546187493552,1.6811686681025515
8.289400292173632,-2085.559020430977
0.046954761925470656,-9.255095854929165
6.778165367962301,-1121.524767347827
2.7000797319216483,-58.18033052375535
7.351940221225949,-1454.7780244870355
9.621885451174382,-3295.0479805470595
2.48753143519958,-36.1673784420059
5.761573344178369,-682.2881968936068
5.920419312718391,-738.1752313305586
5.722519057908734,-670.5717306004506
2.230816326406183,-25.945203320217033
9.52749011516985,-3215.7060277808505
4.471253786176273,-307.75014405698766
8.464086724711278,-2235.0896411842523
6.994792753175043,-1234.639081754003
2.9743695085513364,-101.60589858170862
8.137978197024772,-1959.1366815398665
3.9650574084698462,-218.76059733608548
8.811031971111616,-2519.2729113915925
5.812728726358587,-696.984859292449
8.817353618548529,-2533.064870638444
6.925315900777659,-1206.40104361494
7.252542798196405,-1372.2599015965764
